Timestamp,PWM Value,Height Tank 1,Height Tank 2
2024-10-17 13:25:02,142.69389161994846,221,326
2024-10-17 13:25:05,74.64328526548428,265,320
2024-10-17 13:25:09,71.95080941870093,308,325
2024-10-17 13:25:11,1.2125572383753652e-12,338,335
2024-10-17 13:25:14,0.0,324,348
2024-10-17 13:25:17,0.0,293,359
2024-10-17 13:25:20,0.0,267,364
2024-10-17 13:25:23,4.146877692020519e-14,246,369
2024-10-17 13:25:27,0.0,231,367
2024-10-17 13:25:29,59.18552923677694,222,361
2024-10-17 13:25:33,35.817438120446475,220,355
2024-10-17 13:25:35,61.49609904905085,220,348
2024-10-17 13:25:39,234.56987486598007,223,339
2024-10-17 13:25:43,5.3440452880290445,274,337
2024-10-17 13:25:45,0.6324589076551662,312,340
2024-10-17 13:25:47,1.9777607755541122e-14,314,351
2024-10-17 13:25:51,1.607648618962985e-15,285,361
2024-10-17 13:25:53,0.0,259,366
2024-10-17 13:25:57,124.49886708291818,241,9
2024-10-17 13:26:00,0.0,230,368
2024-10-17 13:26:03,13.925596019195245,227,362
2024-10-17 13:26:07,49.62789790031992,222,357
2024-10-17 13:26:09,18.771555276446257,221,353
2024-10-17 13:26:13,16.531947680960144,256,347
2024-10-17 13:26:15,0.10445524233550618,302,349
2024-10-17 13:26:18,6.438065196330794e-14,328,357
2024-10-17 13:26:21,0.0,301,368
2024-10-17 13:26:24,0.0,272,376
2024-10-17 13:26:27,5.064658196704693e-15,249,380
2024-10-17 13:26:30,0.0,234,380
2024-10-17 13:26:33,0.486982645147687,223,373
2024-10-17 13:26:37,2.227582947432974e-15,220,367
2024-10-17 13:26:40,66.56572568865357,218,358
2024-10-17 13:26:43,82.29268486857542,219,353
2024-10-17 13:26:46,0.0,264,347
2024-10-17 13:26:49,1.684094302311604e-15,305,349
2024-10-17 13:26:52,0.0,288,359
2024-10-17 13:26:55,3.741048639144215e-14,262,365
2024-10-17 13:26:58,3.501363773525393e-14,243,370
2024-10-17 13:27:01,1.33258811986713e-15,229,366
2024-10-17 13:27:04,1.0009028950538392,222,362
2024-10-17 13:27:08,36.32126527570954,221,355
2024-10-17 13:27:10,3.7860865420447617e-13,218,348
2024-10-17 13:27:13,140.20897321108768,216,338
2024-10-17 13:27:16,241.8290512983891,218,332
2024-10-17 13:27:19,66.8817363257312,261,328
2024-10-17 13:27:23,9.992842690004322,303,331
2024-10-17 13:27:25,9.249376825395058e-16,337,341
2024-10-17 13:27:28,0.0,360,353
2024-10-17 13:27:31,0.0,326,367
2024-10-17 13:27:34,0.0,293,378
2024-10-17 13:27:37,2.7780293608434454e-14,266,384
2024-10-17 13:27:40,1.813563532818323e-15,245,388
2024-10-17 13:27:44,124.46621854473842,231,5
2024-10-17 13:27:47,0.0,227,382
2024-10-17 13:27:49,0.0,269,378
2024-10-17 13:27:53,3.003092116585822e-14,252,380
2024-10-17 13:27:56,5.677124987820314e-14,237,381
2024-10-17 13:27:59,1.0774891490937931e-12,227,377
2024-10-17 13:28:02,0.5689762048706718,221,371
2024-10-17 13:28:05,58.26429303315432,218,364
2024-10-17 13:28:08,60.45184657972203,222,356
2024-10-17 13:28:11,8.60942143267132,251,354
2024-10-17 13:28:15,9.51456988149762,246,352
2024-10-17 13:28:17,5.516973720967704e-15,282,350
2024-10-17 13:28:20,0.5304401962656979,265,357
2024-10-17 13:28:23,1.2621447292367232e-15,246,360
2024-10-17 13:28:27,14.371290249515207,232,359
2024-10-17 13:28:30,124.0223555121629,224,5
2024-10-17 13:28:32,6.672081939196585e-14,271,354
2024-10-17 13:28:35,2.0078449570518595e-14,308,357
2024-10-17 13:28:38,3.4432672115615696e-15,287,365
2024-10-17 13:28:42,0.0,262,370
2024-10-17 13:28:45,0.0,244,374
2024-10-17 13:28:48,0.0,230,372
2024-10-17 13:28:51,0.0,222,366
2024-10-17 13:28:54,16.066887537208366,220,359
2024-10-17 13:28:57,35.710444976250294,219,354
2024-10-17 13:29:00,0.0,260,347
2024-10-17 13:29:03,0.0,303,349
2024-10-17 13:29:06,2.350814113712423e-15,293,358
2024-10-17 13:29:09,2.6275087923421605e-13,266,366
2024-10-17 13:29:12,124.32039644530167,246,70
2024-10-17 13:29:15,0.9044430686307418,235,370
2024-10-17 13:29:18,0.0,236,367
2024-10-17 13:29:21,1.4345105781148583e-13,226,364
